date,open,high,low,close,open_time_ms,close_time_ms
2026-01-01T02:10:00Z,102.58000000,102.70000000,102.500000000000,102.60000000,1767233400000,1767233699999
2026-01-01T02:15:00Z,102.68000000,102.80000000,102.600000000000,102.70000000,1767233700000,1767233999999
2026-01-01T02:20:00Z,102.78000000,102.90000000,102.700000000000,102.80000000,1767234000000,1767234299999
2026-01-01T02:25:00Z,102.88000000,103.00000000,102.800000000000,102.90000000,1767234300000,1767234599999
2026-01-01T02:30:00Z,102.98000000,103.10000000,102.900000000000,103.00000000,1767234600000,1767234899999
2026-01-01T02:35:00Z,103.08000000,103.20000000,103.000000000000,103.10000000,1767234900000,1767235199999
2026-01-01T02:40:00Z,103.18000000,103.30000000,103.100000000000,103.20000000,1767235200000,1767235499999
2026-01-01T02:45:00Z,103.28000000,103.40000000,103.200000000000,103.30000000,1767235500000,1767235799999
2026-01-01T02:50:00Z,103.38000000,103.50000000,103.300000000000,103.40000000,1767235800000,1767236099999
2026-01-01T02:55:00Z,103.48000000,103.60000000,103.100162259277,103.50000000,1767236100000,1767236399999
2026-01-01T03:00:00Z,103.58000000,104.20148000,102.958520000000,103.60000000,1767236400000,1767236699999
2026-01-01T03:05:00Z,103.68000000,103.80000000,103.600000000000,103.70000000,1767236700000,1767236999999
2026-01-01T03:10:00Z,103.78000000,103.90000000,103.700000000000,103.80000000,1767237000000,1767237299999
2026-01-01T03:15:00Z,103.88000000,104.00000000,103.800000000000,103.90000000,1767237300000,1767237599999
2026-01-01T03:20:00Z,103.98000000,104.10000000,103.900000000000,104.00000000,1767237600000,1767237899999
2026-01-01T03:25:00Z,104.08000000,104.20000000,104.000000000000,104.10000000,1767237900000,1767238199999
2026-01-01T03:30:00Z,104.18000000,104.30000000,104.100000000000,104.20000000,1767238200000,1767238499999
2026-01-01T03:35:00Z,104.28000000,104.40000000,104.200000000000,104.30000000,1767238500000,1767238799999
2026-01-01T03:40:00Z,104.38000000,104.50000000,104.300000000000,104.40000000,1767238800000,1767239099999
2026-01-01T03:45:00Z,104.48000000,104.60000000,104.400000000000,104.50000000,1767239100000,1767239399999
2026-01-01T03:50:00Z,104.58000000,104.70000000,104.500000000000,104.60000000,1767239400000,1767239699999
2026-01-01T03:55:00Z,104.68000000,104.80000000,104.600000000000,104.70000000,1767239700000,1767239999999
2026-01-01T04:00:00Z,104.78000000,104.90000000,104.700000000000,104.80000000,1767240000000,1767240299999
2026-01-01T04:05:00Z,104.88000000,105.00000000,104.800000000000,104.90000000,1767240300000,1767240599999
2026-01-01T04:10:00Z,104.98000000,105.10000000,104.900000000000,105.00000000,1767240600000,1767240899999
2026-01-01T04:15:00Z,105.08000000,105.20000000,105.000000000000,105.10000000,1767240900000,1767241199999
2026-01-01T04:20:00Z,105.18000000,105.30000000,105.100000000000,105.20000000,1767241200000,1767241499999
2026-01-01T04:25:00Z,105.28000000,105.40000000,105.200000000000,105.30000000,1767241500000,1767241799999
2026-01-01T04:30:00Z,105.38000000,105.50000000,105.300000000000,105.40000000,1767241800000,1767242099999
2026-01-01T04:35:00Z,105.48000000,105.60000000,105.400000000000,105.50000000,1767242100000,1767242399999
2026-01-01T04:40:00Z,105.58000000,105.70000000,105.500000000000,105.60000000,1767242400000,1767242699999
2026-01-01T04:45:00Z,105.68000000,105.80000000,105.600000000000,105.70000000,1767242700000,1767242999999
2026-01-01T04:50:00Z,105.78000000,105.90000000,105.700000000000,105.80000000,1767243000000,1767243299999
2026-01-01T04:55:00Z,105.88000000,106.00000000,105.800000000000,105.90000000,1767243300000,1767243599999
